timestamp,open,high,low,close,volume,predictions
2023-03-08,22198.56,22287.0,21580.0,21705.44,301460.57272,
2023-03-09,21704.37,21834.99,20042.72,20362.22,443658.28584,
2023-03-10,20362.21,20367.78,19549.09,20150.69,618456.4671,
2023-03-11,20150.69,20686.51,19765.03,20455.73,427831.82133,
2023-03-12,20455.73,22150.0,20270.6,21997.11,430944.94288,
2023-03-13,21998.05,24500.0,21813.88,24113.48,687889.31259,
2023-03-14,24112.27,26386.87,23976.42,24670.41,699360.93423,
2023-03-15,24670.41,25196.97,23896.95,24285.66,581450.72984,
2023-03-16,24285.66,25167.4,24123.0,24998.78,439421.32998,24341.119140625
2023-03-17,24998.78,27756.84,24890.0,27395.13,624460.68091,24976.388671875
2023-03-18,27395.13,27724.85,26578.0,26907.49,371238.97174,27016.642578125
2023-03-19,26907.49,28390.1,26827.22,27972.87,372066.99054,27028.150390625
2023-03-20,27972.87,28472.0,27124.47,27717.01,477378.23373,27713.34375
2023-03-21,27717.01,28438.55,27303.1,28105.47,420929.7422,27864.205078125
2023-03-22,28107.81,28868.05,26601.8,27250.97,224113.41296,28256.5546875
2023-03-23,27250.97,28750.0,27105.0,28295.41,128649.60818,27612.142578125
2023-03-24,28295.42,28374.3,27000.0,27454.47,86242.06544,28125.875
2023-03-25,27454.46,27787.33,27156.09,27462.95,50844.08102,27745.521484375
2023-03-26,27462.96,28194.4,27417.76,27968.05,49671.70353,27505.326171875
2023-03-27,27968.05,28023.86,26508.14,27124.91,88039.46898,27916.28125
2023-03-28,27124.9,27520.0,26631.78,27261.07,78602.44341,27350.3984375
2023-03-29,27261.06,28650.0,27240.1,28348.6,89486.16008,27326.958984375
2023-03-30,28348.6,29184.68,27686.0,28028.53,98865.43256,28099.037109375
2023-03-31,28028.53,28656.69,27511.71,28465.36,78198.12139,28144.826171875
2023-04-01,28465.36,28819.71,28220.27,28452.73,30238.44753,28400.57421875
2023-04-02,28452.74,28530.0,27856.43,28171.87,37365.65692,28496.11328125
2023-04-03,28171.87,28500.99,27200.24,27800.0,79180.01405,28395.27734375
2023-04-04,27800.0,28444.44,27662.79,28165.47,49722.55691,28019.833984375
2023-04-05,28165.47,28775.0,27805.1,28170.01,60737.64732,28157.197265625
2023-04-06,28170.01,28182.05,27711.0,28033.82,40118.94963,28250.033203125
2023-04-07,28033.83,28100.0,27766.94,27906.33,24762.09387,28090.41015625
2023-04-08,27906.34,28154.99,27859.02,27938.38,19479.96735,27979.208984375
2023-04-09,27938.38,28530.0,27800.0,28323.76,32531.16101,28014.01953125
2023-04-10,28323.76,29770.0,28170.0,29637.34,67754.0622,28324.73046875
2023-04-11,29637.35,30550.0,29590.0,30200.42,67990.07621,29365.4140625
2023-04-12,30200.43,30486.0,29637.4,29888.07,62049.48451,30080.79296875
2023-04-13,29888.07,30595.0,29854.59,30373.84,51934.11731,30030.224609375
2023-04-14,30373.84,31000.0,29966.0,30466.93,75984.19452,30441.4296875
2023-04-15,30466.93,30595.6,30202.0,30295.09,25429.81247,30671.40625
2023-04-16,30295.1,30549.99,30120.0,30304.65,26431.99322,30541.0546875
2023-04-17,30304.66,30316.06,29240.65,29430.27,56441.81127,30429.001953125
2023-04-18,29430.27,30485.0,29096.78,30380.01,62004.89434,29766.244140625
2023-04-19,30380.01,30413.53,28520.0,28797.1,86575.48656,30343.462890625
2023-04-20,28797.1,29088.3,28010.0,28243.65,76879.09372,29240.341796875
2023-04-21,28243.65,28374.02,27125.0,27262.84,77684.7679,28490.333984375
2023-04-22,27262.84,27882.72,27140.35,27816.85,36023.69686,27592.203125
2023-04-23,27816.85,27816.85,27311.25,27590.6,34812.09581,27772.763671875
2023-04-24,27590.59,28000.0,26942.82,27510.93,53111.56874,27641.47265625
2023-04-25,27510.93,28399.99,27192.0,28300.79,52325.14637,27413.62109375
2023-04-26,28300.8,30036.0,27235.0,28415.29,129228.40403,28126.720703125
2023-04-27,28415.29,29890.0,28378.86,29472.77,95430.82431,28408.427734375
2023-04-28,29472.77,29599.54,28891.0,29311.7,54298.16578,29313.80078125
2023-04-29,29311.69,29448.88,29031.0,29230.45,20466.83058,29382.94921875
2023-04-30,29230.45,29969.39,29079.59,29233.21,39752.5372,29390.607421875
2023-05-01,29233.2,29337.34,27666.95,28068.26,64433.65958,29417.30859375
2023-05-02,28068.26,28879.88,27872.0,28669.86,50824.5224,28494.37890625
2023-05-03,28669.85,29266.66,28113.69,29026.16,64615.79213,28705.478515625
2023-05-04,29026.16,29379.83,28663.64,28838.16,42575.47501,28982.455078125
2023-05-05,28838.16,29677.0,28800.0,29505.61,58415.83048,28910.806640625
2023-05-06,29505.6,29820.0,28300.0,28848.2,49249.28459,29379.822265625
2023-05-07,28848.19,29138.29,28395.23,28430.1,30003.41028,29056.8359375
2023-05-08,28430.09,28631.01,27262.0,27668.79,68244.36179,28712.5390625
2023-05-09,27668.8,27818.0,27353.0,27628.27,40113.31069,27970.794921875
2023-05-10,27628.28,28331.42,26777.0,27598.75,71155.11355,27755.453125
2023-05-11,27598.74,27630.14,26702.05,26968.62,47635.31365,27665.375
2023-05-12,26968.61,27091.12,25811.46,26795.01,67207.93494,27073.509765625
2023-05-13,26795.01,27045.45,26692.03,26775.28,22814.90421,26844.72265625
2023-05-14,26775.27,27200.0,26560.53,26917.62,21594.8036,26797.783203125
2023-05-15,26917.61,27663.59,26726.0,27162.14,40430.08333,26917.169921875
2023-05-16,27162.15,27296.89,26852.11,27033.84,33270.45451,27087.833984375
2023-05-17,27033.85,27500.0,26544.71,27405.61,42958.97785,27044.123046875
2023-05-18,27405.62,27485.33,26361.2,26821.28,49198.65143,27367.16796875
2023-05-19,26821.28,27183.6,26630.0,26880.26,28754.13544,27007.296875
2023-05-20,26880.26,27150.0,26825.11,27102.43,14434.54718,26947.08203125
2023-05-21,27102.42,27277.55,26666.03,26747.78,21347.87279,27108.126953125
2023-05-22,26747.78,27099.89,26538.21,26849.27,26458.83828,26856.599609375
2023-05-23,26849.28,27495.83,26798.11,27219.61,38700.83858,26858.91796875
2023-05-24,27219.61,27219.61,26080.5,26329.01,54393.0657,27140.931640625
2023-05-25,26329.0,26631.98,25871.89,26473.79,37435.44895,26578.392578125
2023-05-26,26473.8,26932.16,26327.24,26705.92,35061.18713,26492.533203125
2023-05-27,26705.93,26895.0,26551.0,26854.27,15095.6867,26680.05859375
2023-05-28,26854.28,28261.32,26764.36,28065.0,43916.00855,26850.537109375
