timestamp,open,high,low,close,volume,EMA_9,SMA_5,SMA_10,SMA_15,SMA_30,RSI,MACD,MACD_signal,predictions
2023-03-22,28107.81,28868.05,26601.8,27250.97,224113.41296,25689.68208657017,27590.762,26341.727000000003,24539.230666666663,,71.97027383160612,1624.8547984277611,1113.6271144886705,34193.613
2023-03-23,27250.97,28750.0,27105.0,28295.41,128649.60818,26009.521827656088,27868.346,26759.92,24978.562,,82.19181528597804,1698.6495303244228,1230.6315976558208,34351.41
2023-03-24,28295.42,28374.3,27000.0,27454.47,86242.06544,26182.9374899943,27764.666000000005,27038.326,25451.37866666667,,78.19739698992214,1670.0245535446047,1318.5101888335776,33911.56
2023-03-25,27454.46,27787.33,27156.09,27462.95,50844.08102,26333.543964922603,27713.854,27356.055,25938.862666666668,,77.68645393769856,1629.242425827717,1380.6566362324056,33906.27
2023-03-26,27462.96,28194.4,27417.76,27968.05,49671.70353,26522.522807893445,27686.370000000003,27652.982,26439.684,,75.69622802608295,1619.0166286042004,1428.328634706765,33600.105
2023-03-27,27968.05,28023.86,26508.14,27124.91,88039.46898,26591.098762215992,27661.158,27625.96,26781.537333333334,,64.55487579131744,1525.2956008239053,1447.7220279301928,34709.22
2023-03-28,27124.9,27520.0,26631.78,27261.07,78602.44341,26666.327318586253,27454.29,27661.318,26991.376666666667,,63.05207812726716,1445.3469254880692,1447.247007441768,35125.926
2023-03-29,27261.06,28650.0,27240.1,28348.6,89486.16008,26852.930749642845,27633.116,27698.891,27236.58933333333,,69.11593943785229,1452.992414321954,1448.3960888178055,33846.082
2023-03-30,28348.6,29184.68,27686.0,28028.53,98865.43256,26981.923195317755,27746.232,27730.043,27486.114,,64.802302118907,1416.8915019915548,1442.0951714525554,34709.22
2023-03-31,28028.53,28656.69,27511.71,28465.36,78198.12139,27143.12540246636,27845.694,27766.032,27717.21933333333,,56.46701383643543,1407.3072373225368,1435.137584626552,35482.363
2023-04-01,28465.36,28819.71,28220.27,28452.73,30238.44753,27284.214629432096,28111.258,27886.208,27787.726,,59.905994215028606,1382.752987370197,1424.660665175281,35125.926
2023-04-02,28452.74,28530.0,27856.43,28171.87,37365.65692,27379.11153314833,28293.418,27873.854,27872.018,,51.41838916607271,1325.352672024408,1404.7990665451066,34946.684
2023-04-03,28171.87,28500.99,27200.24,27800.0,79180.01405,27423.798940838,28183.698,27908.407,27860.49333333333,,50.58189513126472,1235.6123375281386,1370.9617207417132,34895.574
2023-04-04,27800.0,28444.44,27662.79,28165.47,49722.55691,27502.061921312707,28211.086,27978.659,27890.390666666663,,50.42205846353838,1180.376208364076,1332.844618266186,34713.91
2023-04-05,28165.47,28775.0,27805.1,28170.01,60737.64732,27572.15836173764,28152.016,27998.855,27894.693333333336,,57.34285065978912,1124.0106233111585,1291.0778192751804,34465.55
2023-04-06,28170.01,28182.05,27711.0,28033.82,40118.94963,27620.368196290845,28068.234000000004,28089.746000000003,27946.88333333333,26243.057,47.55514681829821,1056.176154984103,1244.0974864169652,33034.96
2023-04-07,28033.83,28100.0,27766.94,27906.33,24762.09387,27650.098654360005,28015.126,28154.272,27920.944666666663,26449.753333333338,54.87300382196379,980.82315381636,1191.4426198968442,33259.594
2023-04-08,27906.34,28154.99,27859.02,27938.38,19479.96735,27679.95185338889,28042.802000000003,28113.25,27953.20533333333,26702.292,55.10125688583307,913.1651255075448,1135.7871210189844,33953.98
2023-04-09,27938.38,28530.0,27800.0,28323.76,32531.16101,27746.38568294088,28074.460000000003,28142.773,28010.592666666667,26974.72766666667,53.91732981514071,880.4928226957054,1084.7282613543289,33980.79
2023-04-10,28323.76,29770.0,28170.0,29637.34,67754.0622,27940.890855690315,28367.926,28259.971,28121.878666666667,27280.781333333336,75.07089898516165,949.6477669577072,1057.7121624750043,32975.336
2023-04-11,29637.35,30550.0,29590.0,30200.42,67990.07621,28172.644935118533,28801.246000000003,28434.74,28326.912666666667,27554.225,77.02815779842837,1037.9248569982192,1053.7547013796473,33121.387
2023-04-12,30200.43,30486.0,29637.4,29888.07,62049.48451,28348.14108908176,29197.594,28606.36,28502.046,27746.711333333333,66.5094511613143,1070.3428066653069,1057.0723224367791,33536.598
2023-04-13,29888.07,30595.0,29854.59,30373.84,51934.11731,28554.90319762643,29684.686,28863.744,28637.062,27936.825666666668,74.28817606962593,1122.2947295478916,1070.1168038590015,32983.98
2023-04-14,30373.84,31000.0,29966.0,30466.93,75984.19452,28749.65979699633,30113.32,29093.89,28799.622,28142.868,72.31728121132386,1157.634102409771,1087.6202635691557,33088.566
2023-04-15,30466.93,30595.6,30202.0,30295.09,25429.81247,28906.783288333143,30244.870000000003,29306.398,28921.604,28319.411666666667,69.8377968627519,1158.4211996387676,1101.780450783078,33510.645
2023-04-16,30295.1,30549.99,30120.0,30304.65,26431.99322,29048.6671279241,30265.716,29533.481,29045.065333333336,28416.395666666667,74.38990361963843,1146.599111147083,1110.7441828558792,32983.98
2023-04-17,30304.66,30316.06,29240.65,29430.27,56441.81127,29087.341897651404,30174.156,29685.875,29128.958666666666,28500.48833333333,66.72150686083654,1054.5190234553374,1099.4991509757708,33536.598
2023-04-18,29430.27,30485.0,29096.78,30380.01,62004.89434,29218.175110513635,30175.390000000003,29930.038,29300.959333333336,28580.726333333336,70.28323661303088,1046.1219288426582,1088.8237065491485,33510.645
2023-04-19,30380.01,30413.53,28520.0,28797.1,86575.48656,29175.60893772732,29841.424,29977.372,29343.068000000003,28616.729333333333,54.45540333730733,901.3493683473388,1051.3288389087866,33978.4
2023-04-20,28797.1,29088.3,28010.0,28243.65,76879.09372,29081.50040411816,29431.136,29838.003,29347.97733333333,28621.335333333336,51.40737282803934,733.5019278641448,987.7634566998582,33971.63
2023-04-21,28243.65,28374.02,27125.0,27262.84,77684.7679,28898.0330674762,28822.774,29544.245000000003,29296.578666666665,28621.731000000003,46.12728229090308,515.3972730369787,893.2902199672824,33124.832
2023-04-22,27262.84,27882.72,27140.35,27816.85,36023.69686,28789.05874923707,28500.090000000004,29337.123,29290.61333333333,28605.779,49.31183075781855,382.8386144340766,791.1998988606413,33891.254
2023-04-23,27816.85,27816.85,27311.25,27590.6,34812.09581,28668.35957332521,27942.207999999995,29058.799,29267.428,28610.316666666666,45.7722568338404,256.57084926731113,684.2740889419753,33751.844
2023-04-24,27590.59,28000.0,26942.82,27510.93,53111.56874,28551.875464247743,27684.974,28763.199,29213.23933333333,28611.916,35.70367262747564,148.36378710796637,577.0920285751735,34573.812
2023-04-25,27510.93,28399.99,27192.0,28300.79,52325.14637,28526.62230772073,27696.402,28563.769,29124.136,28623.00733333333,37.60629670563397,124.90419382519758,486.6544616251783,34577.09
2023-04-26,28300.8,30036.0,27235.0,28415.29,129228.40403,28515.4314015338,27926.892,28374.833,29005.12733333333,28666.02,40.13654190285354,114.23466411561822,412.1705021232663,34583.066
2023-04-27,28415.29,29890.0,28378.86,29472.77,95430.82431,28611.61138238108,28258.076,28379.082999999995,28977.440666666665,28739.743333333336,44.3946227395164,188.93090535038937,367.5225827686909,34475.7
2023-04-28,29472.77,29599.54,28891.0,29311.7,54298.16578,28681.91372534544,28602.296,28272.252,28906.63133333333,28771.846666666665,42.87381577762342,232.4516538351745,340.50839698198763,34511.805
2023-04-29,29311.69,29448.88,29031.0,29230.45,20466.83058,28736.97422071512,28946.2,28315.587,28824.199333333338,28811.91066666667,43.35840318205751,257.4186031741337,323.89043822041685,34511.805
2023-04-30,29230.45,29969.39,29079.59,29233.21,39752.5372,28786.766164720422,29132.684,28414.543,28753.407333333333,28837.505666666664,43.31030676286876,274.2662289733271,313.9655963709989,34511.805
2023-05-01,29233.2,29337.34,27666.95,28068.26,64433.65958,28714.69622119657,29063.278,28495.085000000003,28604.314666666665,28824.69,41.79384506748637,191.40991039465007,289.4544591757292,34627.383
2023-05-02,28068.26,28879.88,27872.0,28669.86,50824.5224,28710.20028503394,28902.696000000004,28580.386,28553.620666666666,28841.289666666664,39.24511072791009,172.30356495102387,266.02428033078814,34583.066
2023-05-03,28669.85,29266.66,28113.69,29026.16,64615.79213,28741.87433416089,28845.588,28723.942,28463.364,28882.161666666667,51.703311738915765,183.7934246182521,249.57810918828096,35315.26
2023-05-04,29026.16,29379.83,28663.64,28838.16,42575.47501,28751.52430951654,28767.13,28856.665,28466.10133333333,28904.58466666667,54.67491597874344,175.7037884644487,234.8032450435145,35432.14
2023-05-05,28838.16,29677.0,28800.0,29505.61,58415.83048,28827.083746438668,28821.61,28977.147,28550.232,28949.104666666663,68.55016004565645,220.6073067090256,231.9640573766168,34413.53
2023-05-06,29505.6,29820.0,28300.0,28848.2,49249.28459,28829.19917323855,28977.598,29020.438,28655.922666666665,28976.250666666667,58.3869367574469,200.8311195022543,225.73746980174428,35959.926
2023-05-07,28848.19,29138.29,28395.23,28430.1,30003.41028,28789.2246046744,28929.646,28916.171,28696.806,28993.709666666666,56.62024477950917,149.69557545702992,210.52909093280144,35959.926
2023-05-08,28430.09,28631.01,27262.0,27668.79,68244.36179,28677.01781843898,28658.172,28751.88,28702.018666666667,28984.72333333333,51.12403233248458,47.19490048762236,177.86225284376565,35315.26
2023-05-09,27668.8,27818.0,27353.0,27628.27,40113.31069,28572.00546826269,28416.194,28591.662,28709.841333333334,28961.54033333333,44.63931002598562,-36.88209443699088,134.91338338761437,34499.37
2023-05-10,27628.28,28331.42,26777.0,27598.75,71155.11355,28474.56503736988,28034.822,28428.216,28663.038666666667,28893.587333333333,43.40193156768567,-104.6889469341986,86.99291732325176,34511.805
2023-05-11,27598.74,27630.14,26702.05,26968.62,47635.31365,28323.81056555852,27658.906,28318.252,28566.594,28785.860666666667,28.263983042755925,-206.88771801395703,28.216790255810004,33628.273
2023-05-12,26968.61,27091.12,25811.46,26795.01,67207.93494,28170.78436822661,27331.888,28130.767,28388.076666666668,28682.75866666667,28.20258760313256,-298.4495162329804,-37.11647104194808,33377.01
2023-05-13,26795.01,27045.45,26692.03,26775.28,22814.90421,28031.113884000428,27153.186,27905.679000000004,28218.982,28562.806666666667,28.50637060330321,-368.3587368748631,-103.36492420853108,33458.875
2023-05-14,26775.27,27200.0,26560.53,26917.62,21594.8036,27919.67829415299,27011.056,27713.625,28064.79333333333,28444.496333333333,30.211913580141427,-407.57834009143335,-164.20760738511154,33375.156
2023-05-15,26917.61,27663.59,26726.0,27162.14,40430.08333,27843.871688284125,26923.734,27479.278,27926.722,28340.064666666665,40.81114847460929,-414.1553130948305,-214.19714852705533,34413.668
2023-05-16,27162.15,27296.89,26852.11,27033.84,33270.45451,27762.81773276973,26936.778,27297.842,27857.760666666665,28231.037666666667,31.64761152641546,-424.8232513385774,-256.32236908935977,33629.09
2023-05-17,27033.85,27500.0,26544.71,27405.61,42958.97785,27727.07680443724,27058.898,27195.393,27773.477333333336,28163.549,31.88402556839144,-398.6831659017589,-284.7945284518396,33629.09
2023-05-18,27405.62,27485.33,26361.2,26821.28,49198.65143,27636.4511288544,27068.098,27110.642,27626.48533333333,28044.924666666662,29.288730427353244,-420.2728634552259,-311.8901954525169,33375.156
2023-05-19,26821.28,27183.6,26630.0,26880.26,28754.13544,27560.79745919535,27060.626,27035.841000000004,27495.958666666666,27981.029999999995,19.190155307857864,-427.6934770546104,-335.05085177293563,33421.56
2023-05-20,26880.26,27150.0,26825.11,27102.43,14434.54718,27514.941862117044,27048.684,26986.209000000003,27335.746666666662,27942.98933333333,27.181445783762484,-410.9103854067798,-350.22275849970447,33377.01
2023-05-21,27102.42,27277.55,26666.03,26747.78,21347.87279,27438.197281294146,26991.472,26964.125,27195.718666666668,27925.820666666667,27.639903452529083,-421.3696681851834,-364.4521404368003,33377.01
2023-05-22,26747.78,27099.89,26538.21,26849.27,26458.83828,27379.284935964268,26880.204,26969.551,27090.33,27893.568000000003,36.79071326795744,-416.66626103794624,-374.8949645570296,34399.863
2023-05-23,26849.28,27495.83,26798.11,27219.61,38700.83858,27363.3126556244,26959.870000000003,27013.984000000004,27060.38466666667,27881.201666666668,44.04612049372357,-378.6901299563433,-375.6539976368923,34342.406
2023-05-24,27219.61,27219.61,26080.5,26329.01,54393.0657,27259.85448515812,26849.620000000003,26955.123,26973.76733333333,27841.804333333333,35.21136931161716,-415.6662081122813,-383.6564397319702,34404.414
2023-05-25,26329.0,26631.98,25871.89,26473.79,37435.44895,27181.22895033736,26723.892000000003,26886.288,26898.77,27780.90433333333,43.50209186339992,-428.3497313613807,-392.5950980578523,34342.406
2023-05-26,26473.8,26932.16,26327.24,26705.92,35061.18713,27133.687668745868,26715.52,26853.496,26881.256666666664,27723.925333333333,48.84781422249123,-414.8879933786375,-397.0536771220093,35195.387
2023-05-27,26705.93,26895.0,26551.0,26854.27,15095.6867,27105.74040668357,26716.52,26798.362,26885.20733333333,27636.642,50.98867263283061,-387.7787913308639,-395.1986999637803,35150.598
2023-05-28,26854.28,28261.32,26764.36,28065.0,43916.00855,27201.6833444944,26885.598,26922.734000000004,26971.18866666667,27595.085333333336,61.33071572186429,-265.53780634949,-369.2665212409223,35796.973
2023-05-29,28065.01,28447.14,27524.6,27736.4,42385.41945,27255.16352772202,27167.076,27008.348,27025.774,27545.283666666663,55.5783510322077,-192.95198841422825,-334.0036146755835,35431.918
2023-05-30,27736.39,28038.59,27554.0,27694.4,32686.75371,27299.09347191721,27411.198,27067.545,27061.258,27493.99,56.52608616615161,-137.23430212974563,-294.6497521664159,35962.16
2023-05-31,27694.39,27835.51,26839.01,27210.35,46588.80573,27290.217979724795,27512.084000000003,27113.802000000003,27073.02533333333,27465.393,48.11277352509084,-130.63059575723673,-261.8459208845801,34983.516
2023-06-01,27210.36,27350.0,26605.05,26817.93,39217.8088,27242.98369755425,27504.816,27110.668,27033.846666666665,27403.662,49.96637417215221,-155.2722435194337,-240.53118541155084,35081.97
2023-06-02,26817.93,27300.0,26505.0,27242.59,36380.90269,27242.944323684427,27340.333999999995,27112.966000000004,27061.934,27344.20966666667,53.38818059573927,-138.93288215340726,-220.21152475992216,35281.35
2023-06-03,27242.59,27333.29,26914.93,27069.22,16595.34117,27225.57025735265,27206.898,27186.987,27074.53133333333,27285.245,49.6865898980214,-138.3781929674551,-203.84485840142875,35077.195
2023-06-04,27069.22,27455.02,26951.0,27115.21,19258.41049,27214.53329743257,27091.06,27251.129000000004,27075.38333333333,27205.565,53.68202488821548,-132.69793001017388,-189.6154727231778,35393.656
2023-06-05,27115.2,27129.33,25388.0,25728.2,65805.60305,27065.88864433384,26794.63,27153.357,27007.411333333333,27101.565,41.06721402128754,-237.38002678141493,-199.16838353482524,34628.004
2023-06-06,25728.2,27355.33,25351.02,27230.08,68392.60438,27082.30890566722,26877.06,27190.938,27032.79866666667,27061.564333333336,50.07068049042945,-196.8826379066704,-198.71123440919428,35081.97
2023-06-07,27230.07,27391.77,26125.01,26339.34,59619.44364,27008.007430428137,26696.41,27018.372000000003,26974.114,27017.249333333333,50.06973406546228,-233.96641998023188,-205.7622715234018,35081.97
2023-06-08,26339.34,26810.0,26210.0,26498.61,31075.51083,26957.064858376863,26582.288,26894.593,26985.42066666667,26979.594,50.16722362960168,-247.64908206088148,-214.1396336308977,34912.566
2023-06-09,26498.62,26783.33,26269.91,26477.81,27934.7097,26909.136977105685,26454.808,26772.934,26985.68866666667,26942.229333333333,48.41807133831819,-257.2061639524327,-222.7529396952048,35369.37
2023-06-10,26477.8,26533.87,25358.0,25841.21,64944.60108,26802.339475433928,26477.41,26636.02,26928.04133333333,26904.649,43.42008178620234,-312.5456877825381,-240.71148931267143,34342.406
2023-06-11,25841.22,26206.88,25634.7,25925.55,30014.29595,26714.656978172832,26216.504,26546.782,26866.126666666663,26875.667,33.72232273693531,-345.613113144791,-261.69181407909537,34005.93
2023-06-12,25925.54,26106.48,25602.11,25905.19,29900.50893,26633.707330923626,26129.674,26413.042,26722.139333333333,26846.664,35.38187176797598,-369.2061887061536,-283.19468900450704,34404.414
2023-06-13,25905.2,26433.21,25712.57,25934.25,41065.60853,26563.759304106025,26016.802,26299.545,26601.996,26813.885,35.92003903656477,-381.1651374940448,-302.78877870241456,34401.637
2023-06-14,25934.24,26098.0,24820.56,25128.6,45077.31608,26420.23913803278,25746.96,26100.884,26430.942666666662,26746.10033333333,34.16233652609877,-450.4592980829148,-332.3228825785146,34370.68
2023-06-15,25128.6,25759.01,24800.0,25598.49,48664.86063,26338.06204149086,25698.416,26087.913,26323.48533333333,26698.25533333333,40.830754238588085,-462.1320529820841,-358.28471665922854,34413.668
2023-06-16,25598.49,26518.0,25175.56,26345.0,51596.91662,26338.75585392753,25782.306,25999.405,26291.95666666667,26662.901666666665,43.56240505947813,-406.4602563591361,-367.9198245992101,34342.406
2023-06-17,26345.01,26839.99,26181.0,26516.99,27842.2195,26356.579652009044,25904.666,26017.17,26243.58333333333,26652.75866666667,46.03857339001362,-344.4907261689696,-363.234004913162,34369.895
2023-06-18,26516.99,26700.0,26255.85,26339.97,21538.31022,26354.91865464582,25985.81,26001.306,26194.96666666667,26634.749,44.54142445135417,-306.1345332716119,-351.814110584852,34329.97
2023-06-19,26339.98,27068.09,26256.61,26844.35,35872.65974,26403.862642124863,26328.96,26037.96,26176.909333333333,26626.14633333333,58.97444556475927,-232.35923076489053,-327.9231346208597,35962.16
2023-06-20,26844.35,28402.74,26652.0,28307.99,69666.95525,26594.27836443835,26870.860000000004,26284.638,26348.89533333333,26678.15333333333,58.72060191739814,-55.15249255290109,-273.369006207268,35962.16
2023-06-21,28308.0,30800.0,28257.99,29993.89,108926.40412,26934.244326891618,27600.638,26691.472,26533.14933333333,26782.974,76.19595120573555,218.8009632263238,-174.93501232054965,34498.36
2023-06-22,29993.89,30500.0,29525.61,29884.92,59054.5646,27229.31564285772,28274.224,27089.445,26769.52133333333,26871.817666666662,74.44950332918896,422.25063982570646,-55.49788189129842,34399.195
2023-06-23,29884.92,31431.94,29800.0,30688.5,73931.89635,27575.238033783284,29143.93,27564.870000000003,27048.84733333333,27017.134,77.31415471679016,640.9398093571181,83.78965635838489,34119.445
2023-06-24,30688.51,30800.0,30250.0,30527.43,30513.30135,27870.46026836874,29880.545999999995,28104.753000000004,27318.822,27152.25533333333,82.39758529719204,792.1244315329313,225.45661139329417,32870.32
2023-06-25,30527.44,31046.01,30277.49,30462.66,30223.44801,28129.682642290623,30311.48,28591.17,27626.91866666667,27277.48,81.45183763841727,896.380025185972,359.6412941518297,32617.184
2023-06-26,30462.67,30666.0,29930.0,30267.99,45180.41489,28343.51516040872,30366.3,28983.469,27916.414666666667,27391.270666666667,79.52985610049952,952.3173703536122,478.17650939218623,34083.53
2023-06-27,30267.99,30994.97,30226.17,30692.44,42699.64157,28578.40940647955,30527.804000000004,29401.014000000003,28235.56466666667,27478.852,80.56984332777812,1019.1495653384736,586.3711205814437,34150.387
2023-06-28,30692.44,30709.74,29858.8,30077.41,40463.51937,28728.31047789636,30405.586,29774.757999999994,28511.77533333333,27556.885666666665,82.59282627336876,1010.8345093825884,671.2637983416727,32602.91
2023-06-29,30077.4,30843.98,30049.98,30447.31,36330.62903,28900.211474645264,30389.562,30135.054,28866.356,27648.64933333334,82.36050230382762,1022.3080751221896,741.4726536977761,32602.91
2023-06-30,30447.31,31282.0,29500.0,30472.0,89419.07618,29057.391186758305,30391.43,30351.455,29191.256666666664,27757.371,80.47978895312599,1021.616674204528,797.5014577991265,33530.195
2023-07-01,30471.99,30661.6,30320.57,30585.9,17501.75075,29210.242820400003,30455.012,30410.656,29473.983333333334,27882.97,80.31084763489707,1018.5186629533164,841.7048988299646,33553.234
2023-07-02,30585.9,30791.0,30155.0,30617.03,23286.41019,29350.922161526265,30439.93,30483.867,29747.319333333333,27995.45133333333,82.56935645011941,1006.9677007143,874.7574592068318,32518.07
2023-07-03,30617.02,31380.0,30570.27,31156.2,43761.64311,29531.450665090862,30655.688,30530.637,30068.40133333333,28131.684,82.66122495974018,1029.4530983821423,905.696587041894,32579.441
2023-07-04,31156.2,31350.69,30620.0,30766.51,33206.11943,29654.95704172897,30719.528,30554.545,30329.878666666667,28253.394000000004,72.24132066322652,1004.2518219295162,925.4076340194184,33379.684
2023-07-05,30766.52,30878.07,30200.0,30504.81,33215.67122,29739.942611995382,30726.090000000004,30558.76,30476.33333333333,28412.61433333333,56.22660088916624,952.1864136326768,930.7633899420704,33941.035
2023-07-06,30504.8,31500.0,29850.45,29895.43,71319.6261,29755.49139598561,30587.996,30521.504,30469.769333333334,28501.459333333336,50.11416145101271,851.9317898829322,914.9970699302428,33723.668
2023-07-07,29895.42,30449.0,29701.02,30344.7,34070.53895,29814.41241050612,30533.53,30486.73,30500.42133333333,28634.97133333333,45.95417080507059,799.5152978866026,891.9007155215148,32953.484
2023-07-08,30344.7,30386.81,30044.47,30284.63,13094.59042,29861.434280150646,30359.216000000004,30507.452,30473.496666666662,28761.172,47.07316132329755,744.5450514748118,862.4295827121744,32930.305
2023-07-09,30284.63,30445.52,30061.12,30160.71,15388.50196,29891.36191554351,30238.056,30478.792000000005,30449.04866666667,28883.93533333333,46.41131265495118,683.1069945826712,826.5650650862738,33007.92
2023-07-10,30160.71,31045.78,29950.0,30411.57,41262.87652,29943.382823184576,30219.408000000003,30472.749,30445.642666666667,29036.28066666667,51.6839621313767,647.1986936605354,790.6917908011262,34118.215
2023-07-11,30411.57,30813.63,30300.0,30622.1,28476.83311,30011.254657344616,30364.742,30476.369,30469.25,29192.83233333333,49.131441949600415,628.4843417282609,758.2503009865533,33732.117
2023-07-12,30622.1,30983.25,30210.0,30380.0,38108.99669,30048.12924856437,30371.802000000003,30452.666000000005,30448.420666666665,29341.99266666667,54.11540376083627,587.3470649525043,724.0696537797435,33989.96
2023-07-13,30380.0,31804.2,30251.0,31454.23,70772.51836,30188.73951916809,30605.722,30482.469,30540.208666666666,29525.992,61.49284122867889,634.1171522085097,706.0791534654967,34554.96
2023-07-14,31454.23,31630.0,29900.0,30312.01,60749.48424,30201.066582673386,30635.982,30437.019,30531.18866666667,29698.77233333333,48.545061356778696,572.4167117143988,679.3466651152771,33916.53
2023-07-15,30312.0,30390.9,30200.0,30289.52,14118.55329,30209.911934365635,30611.572,30415.49,30519.02333333333,29855.140000000003,47.25917185153399,515.7585693134351,646.6290459549087,33829.6
2023-07-16,30289.52,30441.46,30064.29,30231.99,15760.1281,30212.119743166404,30533.55,30449.146,30495.429333333333,29984.70633333333,46.456574074755785,460.9014085227864,609.4835184684842,34266.53
2023-07-17,30232.0,30336.96,29659.2,30138.0,30882.76839,30204.707762089784,30485.15,30428.476,30463.494,30105.406666666662,39.79346348622087,405.1719360113311,568.6212019770536,34326.082
2023-07-18,30138.01,30239.78,29512.0,29859.13,30003.8601,30170.149957514688,30166.13,30385.926,30377.022666666668,30222.712,40.69766011367273,334.64585998656185,521.8261335789553,34583.066
2023-07-19,29859.14,30189.09,29761.96,29909.21,25657.36137,30144.05594248632,30085.57,30360.775999999994,30319.86933333333,30324.874,43.61703039733876,279.5717450385346,473.3752558708711,34511.805
2023-07-20,29909.21,30417.46,29570.96,29800.0,37540.68193,30109.65032536232,29987.666,30299.618999999995,30272.882,30374.607666666667,48.85448351526995,224.5245980560212,423.6051243079012,35392.832
2023-07-21,29800.0,30061.7,29726.34,29901.72,23881.40865,30088.857280383825,29921.612,30227.581,30273.301333333333,30371.53533333333,44.19852166943439,186.95222252207168,376.27454395073534,34475.7
2023-07-22,29901.72,29999.0,29625.1,29794.0,14660.40467,30059.371536465977,29852.812,30168.981,30236.588,30368.504666666664,43.65368247586967,146.79161807214768,330.3779587750178,34511.805
2023-07-23,29793.99,30350.0,29730.0,30083.75,18292.78637,30061.809384000982,29897.736,30031.933,30223.196,30348.34633333333,49.04546920348276,136.76787819745005,291.6559426595043,35076.2
2023-07-24,30083.75,30099.58,28861.9,29176.5,39628.99691,29973.27840698161,29751.194,29918.382,30157.582,30303.31533333333,36.8264539677325,54.98269307400187,244.32129274240384,34569.26
2023-07-25,29176.5,29376.0,29047.65,29228.91,21565.7478,29898.841537059467,29636.976,29812.321,30078.738,30262.19033333333,34.62116713065478,-5.539747613303916,194.3490846712623,34555.773
2023-07-26,29228.91,29690.0,29096.94,29351.96,33931.63366,29844.15336402996,29527.024,29724.318,29994.062,30231.656,38.34559190299555,-43.07852880577048,146.86356197585576,34577.09
2023-07-27,29351.95,29567.49,29083.85,29222.78,22476.47626,29782.016007866863,29412.78,29632.795999999995,29916.914,30182.66733333333,17.804511364980755,-82.30328867103162,101.03019184647827,33569.984
2023-07-28,29222.78,29542.22,29123.12,29314.14,23993.61627,29735.22839368928,29258.858,29578.297,29774.24133333333,30157.225,29.33682872182257,-104.80903171451428,59.86234713427977,33544.555
2023-07-29,29314.14,29406.92,29256.18,29352.9,10851.36844,29696.995544472127,29294.138,29522.666000000005,29710.300666666662,30120.744666666666,30.73496017902984,-118.15536564642387,24.25880457813904,33850.28
2023-07-30,29352.9,29449.0,29033.24,29281.09,15706.97441,29655.404980383104,29304.574,29470.775,29643.072,30081.047666666665,30.55546467306843,-132.9938282352814,-7.191721984545048,33850.28
2023-07-31,29281.09,29530.0,29101.8,29232.25,22605.48964,29613.08947351591,29280.632,29403.828,29576.422666666665,30035.926,31.1302869571377,-146.9998735315603,-35.1533522939481,33798.49
2023-08-01,29232.26,29739.25,28585.7,29705.99,44719.65162,29622.3795279088,29377.274,29395.027,29547.622,30005.558,47.04918917252437,-118.5068335382566,-51.824048542809805,34538.01
2023-08-02,29705.99,30047.5,28927.5,29186.01,48181.65141,29578.7425677432,29351.648,29305.253,29502.74733333333,29939.885,38.2014369710061,-136.3126075202781,-68.72176033830347,34577.09
